latitude,longitude,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_7d_mm,temperature_c,humidity_percent,elevation_m,slope_degree,aspect_degree,historical_landslide_count,landslide_occurred
10.14578,88.95624,6.46,12.39,53.26,202.24,19.83,72.06,750.33,29.63,171.78,0,1
9.00989,74.51834,0.31,13.64,95.48,213.52,2.97,55.75,886.74,20.11,68.4,3,1
34.08869,93.73733,9.43,12.16,75.24,384.06,4.95,63.49,4144.71,26.09,10.12,3,1
8.63063,76.74495,4.12,15.64,93.9,317.86,20.5,49.69,4149.21,46.5,22.24,0,1
10.11038,88.60954,3.27,23.26,61.81,382.9,24.97,46.5,3207.73,9.03,106.12,0,0
33.73708,87.80329,7.57,83.23,121.29,266.2,5.03,72.88,2206.57,22.89,18.18,0,1
20.93791,90.15852,25.84,53.05,129.61,260.83,25.17,47.09,2687.97,33.69,211.99,1,1
19.78006,70.83326,2.32,18.02,63.43,212.0,29.82,93.29,4145.41,18.24,95.61,1,0
10.02283,84.42966,4.87,11.27,25.09,179.74,11.43,70.66,2352.48,28.15,350.44,0,1
27.62762,71.96638,7.06,35.81,72.05,168.44,27.97,95.99,3576.6,31.6,205.26,1,0
22.64206,85.45731,9.87,78.27,109.44,136.09,18.01,90.25,1419.6,43.6,77.4,1,1
23.74332,90.28148,8.35,35.33,50.13,91.83,27.5,79.24,2999.99,25.28,159.16,0,0
11.12138,80.58831,5.68,21.86,61.08,384.6,32.65,49.58,2515.35,32.83,333.76,0,1
28.30925,90.05534,2.72,8.83,42.45,148.29,33.63,74.85,4170.61,24.78,173.55,1,0
24.48099,88.63945,16.62,52.95,62.48,225.5,15.77,69.54,2126.83,41.9,326.52,1,1
16.76828,81.57209,17.67,22.46,46.37,129.9,3.66,96.02,579.44,46.83,137.48,3,1
21.96062,81.5221,1.06,25.39,153.64,598.44,31.24,48.81,3345.63,40.35,225.09,0,1
8.47017,78.88731,0.26,4.19,15.14,126.73,32.64,56.95,695.97,18.52,182.69,0,0
23.17278,83.70369,14.68,25.31,37.7,225.69,23.04,41.65,2429.83,32.37,71.71,3,1
13.18094,88.66644,2.29,8.59,147.99,282.99,29.64,53.63,2050.03,34.65,203.89,3,1
21.02526,83.83311,3.96,52.35,138.63,171.34,11.86,94.23,369.6,40.2,231.1,3,0
28.07104,76.32417,2.19,13.16,41.32,230.07,16.15,75.29,1295.61,15.6,335.55,0,0
32.5781,87.16924,0.95,30.16,102.49,235.47,13.42,41.89,2757.42,13.42,357.5,1,0
14.99431,93.13183,2.83,21.06,38.96,117.37,0.76,84.73,2839.78,31.69,10.7,1,0
25.0564,72.71533,6.46,33.23,35.49,128.16,4.96,50.74,2764.14,26.67,14.59,0,0
12.05599,71.08312,3.99,13.24,91.74,261.47,-1.89,55.23,2573.83,35.19,21.97,1,1
10.21825,87.38418,9.85,18.35,36.5,326.67,14.01,77.89,2242.81,15.59,15.08,1,1
28.03,96.46201,1.61,14.82,67.49,216.29,13.58,58.93,1430.2,34.83,114.57,1,0
12.7326,70.04749,19.61,42.8,63.94,260.77,32.11,67.35,542.45,38.72,189.4,0,1
8.64045,78.81016,2.89,36.67,189.83,240.35,3.16,70.64,2934.66,29.79,179.46,0,1
13.64856,68.20543,0.48,27.75,64.38,101.03,21.37,81.53,3356.76,47.76,148.03,0,1
18.18704,75.8928,12.62,57.75,77.97,357.0,6.88,38.01,3624.51,26.49,65.64,1,1
9.80886,79.07096,11.48,23.15,29.23,138.82,20.84,67.98,576.25,37.11,11.86,1,0
21.42823,85.70444,10.66,16.23,23.6,174.02,10.87,51.07,635.45,32.15,221.42,2,0
12.79348,96.87725,28.94,41.48,141.97,316.83,8.26,95.12,3833.41,14.33,357.97,0,0
16.78222,81.89099,2.62,20.71,66.88,212.69,19.88,84.95,4071.86,31.02,210.25,0,1
29.80406,84.70045,1.98,8.47,25.29,83.07,10.63,98.14,443.44,49.29,293.26,0,1
10.42371,92.83622,8.37,26.11,29.75,165.93,15.78,58.93,2800.13,17.42,321.22,3,1
24.81935,88.22314,2.0,13.18,90.56,186.73,31.93,71.75,508.34,40.82,198.38,0,1
10.86236,95.15284,18.33,19.28,67.39,272.59,10.9,81.11,3693.05,47.51,271.28,0,1
26.02467,81.72591,2.84,79.97,104.49,177.49,17.33,38.39,2576.61,50.78,162.29,2,1
20.73481,75.93605,15.88,46.07,119.43,194.05,29.08,83.9,1182.04,44.33,242.17,6,1
22.14484,91.18471,22.97,33.2,109.9,264.38,29.05,74.65,501.96,23.11,67.35,0,1
29.53765,88.83788,5.39,14.94,25.34,123.88,12.1,55.24,3421.81,10.33,251.35,0,0
10.32202,92.44792,0.2,41.35,89.06,265.83,13.24,72.04,1935.47,17.52,108.74,1,0
31.22149,76.02152,17.13,25.2,64.68,94.45,15.95,69.6,1754.97,36.13,98.47,0,0
34.90555,86.46036,1.81,3.77,59.52,183.91,12.0,64.52,4112.92,32.18,151.79,0,0
15.9677,80.85447,1.37,18.25,29.67,211.82,26.72,91.79,3468.3,34.37,248.74,1,0
13.71991,92.56138,1.58,33.89,70.53,197.98,15.42,69.05,2048.67,26.35,356.66,0,0
17.10367,83.9623,11.42,24.03,55.72,180.53,0.29,49.99,3738.11,28.66,285.37,5,1
22.27544,91.23053,5.65,44.74,60.66,305.32,10.61,72.74,188.19,22.23,107.67,0,1
11.02335,96.6608,12.87,58.37,89.64,192.23,29.71,57.57,2894.92,28.14,225.28,0,0
32.47803,85.55284,24.86,55.67,113.15,332.09,4.77,83.63,4093.92,50.67,60.08,3,1
31.03844,91.06899,21.63,36.28,64.15,300.58,30.92,65.99,1479.18,25.09,79.95,2,0
14.47979,88.00668,9.56,30.91,63.61,241.71,16.0,77.15,889.85,32.08,68.65,0,0
17.97987,80.80822,2.94,41.33,96.52,275.26,11.11,90.37,449.64,30.46,69.72,1,0
